[2025-01-13 19:49:36.355] [info]  No state version found, assuming empty state.
[2025-01-13 19:49:36.421] [info]  Coredumps are disabled in renderer process
[2025-01-13 19:49:37.243] [info]  State version: 68
[2025-01-13 19:49:37.303] [info]  Retrieving application id
[2025-01-13 19:49:48.717] [info]  Retrieving application id
[2025-01-13 19:49:54.057] [info]  Retrieving application id
[2025-01-13 19:49:54.446] [info]  Error: No password found
[2025-01-13 19:49:54.735] [info]  Finished search indexing
[2025-01-13 19:49:55.098] [info]  Starting decryption using multithreading with 1 workers for 307 items
[2025-01-13 19:49:55.225] [info]  Finished decrypting 307 items using 1 workers
[2025-01-13 19:49:55.262] [info]  Finished search indexing
[2025-01-13 19:50:53.170] [info]  State version: 68
[2025-01-13 19:50:53.174] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2025-01-13 19:50:53.174] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2025-01-13 19:50:53.175] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2025-01-13 19:50:53.175] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2025-01-13 19:50:53.175] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2025-01-13 19:50:53.175] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2025-01-13 19:50:53.175] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2025-01-13 19:50:53.176] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2025-01-13 19:50:53.176] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2025-01-13 19:50:53.176] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2025-01-13 19:50:53.176] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2025-01-13 19:50:53.176] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2025-01-13 19:50:53.176] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2025-01-13 19:50:53.177] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2025-01-13 19:50:53.178] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2025-01-13 19:50:53.179] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2025-01-13 19:50:53.180] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
